question_id,question_type,question_text,difficulty,primary_tables,expected_output_rows,workflow_complexity,generation_model,generation_timestamp,reference_sql,function_sequence,expected_result_summary,success_criteria
279,sql,Which patterns in early indicators reliably predict later budgetary changes?,hard,time_series_data,0,advanced,gpt-4o,2025-09-02T09:50:30.536885,"SELECT 
    ts1.indicator_id AS early_indicator,
    ts2.indicator_id AS budgetary_change_indicator,
    AVG(ts1.numeric_value) AS avg_early_value,
    AVG(ts2.numeric_value) AS avg_budgetary_change_value,
    COUNT(*) AS occurrence_count
FROM 
    time_series_data ts1
JOIN 
    time_series_data ts2 ON ts1.series_id = ts2.series_id
WHERE 
    ts1.year < ts2.year
    AND ts1.numeric_value IS NOT NULL
    AND ts2.numeric_value IS NOT NULL
    AND ts1.category = 'early_indicator'
    AND ts2.category = 'budgetary_change'
GROUP BY 
    ts1.indicator_id, ts2.indicator_id
HAVING 
    COUNT(*) > 10
ORDER BY 
    occurrence_count DESC
LIMIT 10;",,0 rows expected,
280,function,How do seasonal patterns evolve or shift over longer time periods?,medium,analyze_trends,1,sequential,trend_analysis,,,"[{""function_name"": ""analyze_trends"", ""arguments"": {""data_type"": ""economic"", ""time_period"": [2014, 2024], ""analysis_type"": ""trend"", ""categories"": [""primary_category""], ""metrics"": [""growth_rate"", ""volatility""]}, ""expected_response"": {""trend_analysis"": ""completed""}, ""response_type"": ""analysis""}]",,"Time series data properly retrieved,Trend analysis function configured correctly,Temporal patterns identified"
281,sql,What recursive patterns appear in the relationship between spending and growth?,hard,"GrowthPatterns,YearlyGrowth,budget_outlays",10,aggregation,gpt-4o,2025-09-02T09:50:36.904693,"WITH YearlyGrowth AS (
    SELECT 
        fiscal_year,
        SUM(outlay_amount) AS total_outlay
    FROM 
        budget_outlays
    WHERE 
        outlay_amount IS NOT NULL
    GROUP BY 
        fiscal_year
),
GrowthPatterns AS (
    SELECT 
        fiscal_year,
        total_outlay,
        LAG(total_outlay) OVER (ORDER BY fiscal_year) AS previous_year_outlay,
        (total_outlay - LAG(total_outlay) OVER (ORDER BY fiscal_year)) / LAG(total_outlay) OVER (ORDER BY fiscal_year) * 100 AS growth_percentage
    FROM 
        YearlyGrowth
)
SELECT 
    fiscal_year,
    growth_percentage
FROM 
    GrowthPatterns
WHERE 
    growth_percentage IS NOT NULL
ORDER BY 
    fiscal_year;",,10 rows expected,
282,sql,Which indicators show regime changes or structural shifts in their patterns?,hard,time_series_data,7,advanced,gpt-4o,2025-09-02T09:50:44.293995,"SELECT 
    indicator_id, 
    AVG(numeric_value) AS avg_value, 
    COUNT(DISTINCT year) AS distinct_years
FROM 
    time_series_data
WHERE 
    numeric_value IS NOT NULL
GROUP BY 
    indicator_id
HAVING 
    COUNT(DISTINCT year) > 1 AND 
    (MAX(numeric_value) - MIN(numeric_value)) / AVG(numeric_value) > 0.2
ORDER BY 
    (MAX(numeric_value) - MIN(numeric_value)) / AVG(numeric_value) DESC
LIMIT 10;",,7 rows expected,
283,function,How do patterns in volatility clustering manifest across different economic series?,medium,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
284,sql,What patterns emerge in the timing of budget reallocations?,hard,budget_outlays,11,advanced,gpt-4o,2025-09-01T15:45:57.843972,"SELECT 
    fiscal_year, 
    SUM(outlay_amount) AS total_outlays
FROM 
    budget_outlays
WHERE 
    function_name IS NOT NULL 
    AND fiscal_year IS NOT NULL 
    AND outlay_amount IS NOT NULL
GROUP BY 
    fiscal_year
HAVING 
    SUM(outlay_amount) > 0
ORDER BY 
    fiscal_year ASC
LIMIT 20;",,11 rows expected,
285,sql,Which economic measurements show fractal or self-similar patterns across time scales?,hard,industry_gdp,0,advanced,gpt-4o,2025-09-02T09:50:55.538486,"SELECT 
    industry_name AS economic_measurement,
    year,
    SUM(gdp_value * unit_multiplier) AS total_gdp
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL
GROUP BY 
    industry_name, year
HAVING 
    COUNT(DISTINCT year) > 1
ORDER BY 
    industry_name, year;",,0 rows expected,
286,sql,How do spending patterns reveal government priorities during different crisis types?,hard,budget_outlays,20,advanced,gpt-4o,2025-09-01T15:46:02.559609,"SELECT 
    function_name, 
    fiscal_year, 
    SUM(outlay_amount) AS total_outlays
FROM 
    budget_outlays
WHERE 
    function_name IS NOT NULL
    AND fiscal_year IS NOT NULL
    AND outlay_amount IS NOT NULL
GROUP BY 
    function_name, 
    fiscal_year
HAVING 
    SUM(outlay_amount) > 0
ORDER BY 
    fiscal_year DESC, 
    total_outlays DESC
LIMIT 20;",,20 rows expected,
287,function,What patterns indicate anticipatory vs. reactive policy responses?,medium,compare_categories,1,comparative,comparative_analysis,,,"[{""function_name"": ""compare_categories"", ""arguments"": {""category1"": ""Primary Category"", ""category2"": ""Secondary Category"", ""metric"": ""total_value"", ""time_period"": [2014, 2024], ""comparison_type"": ""relative""}, ""expected_response"": {""comparison_result"": ""analysis_complete""}, ""response_type"": ""analysis""}]",,"Data retrieval functions called for comparison subjects,Comparison function properly configured,Analysis results provide meaningful comparison"
288,sql,Which indicators show asymmetric responses to positive vs. negative shocks?,hard,time_series_data,1,advanced,gpt-4o,2025-09-01T15:46:06.205304,"SELECT 
    category, 
    AVG(CASE WHEN numeric_value > 0 THEN numeric_value ELSE NULL END) AS avg_positive_shock,
    AVG(CASE WHEN numeric_value < 0 THEN numeric_value ELSE NULL END) AS avg_negative_shock
FROM 
    time_series_data
WHERE 
    numeric_value IS NOT NULL
GROUP BY 
    category
HAVING 
    ABS(avg_positive_shock) > 1.5 * ABS(avg_negative_shock) OR 
    ABS(avg_negative_shock) > 1.5 * ABS(avg_positive_shock)
ORDER BY 
    ABS(avg_positive_shock - avg_negative_shock) DESC
LIMIT 20;",,1 rows expected,
289,sql,How do feedback loops manifest in the relationship between spending and economic outcomes?,medium,"budget_outlays,industry_gdp",0,join_query,gpt-4o,2025-09-02T09:51:18.241004,"SELECT 
    bo.fiscal_year AS year,
    bo.function_name AS spending_category,
    SUM(bo.outlay_amount) AS total_spending,
    SUM(ig.gdp_value * ig.unit_multiplier) AS total_gdp
FROM 
    budget_outlays bo
JOIN 
    industry_gdp ig ON bo.fiscal_year = ig.year
WHERE 
    bo.outlay_amount IS NOT NULL 
    AND ig.gdp_value IS NOT NULL
GROUP BY 
    bo.fiscal_year, bo.function_name
ORDER BY 
    bo.fiscal_year, bo.function_name;",,0 rows expected,
290,sql,What patterns reveal threshold effects or tipping points in economic relationships?,hard,industry_gdp,0,advanced,gpt-4o,2025-09-02T09:51:25.189749,"SELECT 
    industry_name,
    year,
    SUM(gdp_value * unit_multiplier) AS total_gdp
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL
GROUP BY 
    industry_name, year
HAVING 
    SUM(gdp_value * unit_multiplier) > 1000000
ORDER BY 
    industry_name, year;",,0 rows expected,
291,sql,Which sectors show adaptive vs. rigid responses to economic changes?,hard,industry_gdp,0,advanced,gpt-4o,2025-09-02T09:51:35.701492,"SELECT 
    industry_name,
    AVG(gdp_value) AS avg_gdp_value,
    MAX(gdp_value) - MIN(gdp_value) AS gdp_variability
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL
GROUP BY 
    industry_name
HAVING 
    gdp_variability > (SELECT AVG(gdp_value) FROM industry_gdp WHERE gdp_value IS NOT NULL) 
ORDER BY 
    gdp_variability DESC;",,0 rows expected,
292,function,How do announcement effects create patterns before actual policy implementation?,medium,analyze_trends,1,sequential,trend_analysis,,,"[{""function_name"": ""analyze_trends"", ""arguments"": {""data_type"": ""economic"", ""time_period"": [2014, 2024], ""analysis_type"": ""trend"", ""categories"": [""primary_category""], ""metrics"": [""growth_rate"", ""volatility""]}, ""expected_response"": {""trend_analysis"": ""completed""}, ""response_type"": ""analysis""}]",,"Time series data properly retrieved,Trend analysis function configured correctly,Temporal patterns identified"
293,function,What patterns indicate structural transformation vs. cyclical variation?,hard,compare_categories,1,comparative,comparative_analysis,,,"[{""function_name"": ""compare_categories"", ""arguments"": {""category1"": ""Primary Category"", ""category2"": ""Secondary Category"", ""metric"": ""total_value"", ""time_period"": [2014, 2024], ""comparison_type"": ""relative""}, ""expected_response"": {""comparison_result"": ""analysis_complete""}, ""response_type"": ""analysis""}]",,"Data retrieval functions called for comparison subjects,Comparison function properly configured,Analysis results provide meaningful comparison"
294,sql,Which indicators show hysteresis or path-dependent patterns?,hard,time_series_data,0,advanced,gpt-4o,2025-09-02T09:51:43.514056,"SELECT 
    indicator_id, 
    COUNT(DISTINCT year) AS num_years, 
    COUNT(DISTINCT numeric_value) AS num_unique_values
FROM 
    time_series_data
WHERE 
    numeric_value IS NOT NULL
GROUP BY 
    indicator_id
HAVING 
    num_years > num_unique_values
ORDER BY 
    num_years DESC, num_unique_values ASC;",,0 rows expected,
295,function,How do patterns in discretionary spending reveal political economic cycles?,hard,query_budget_data,1,single,single_query,,,"[{""function_name"": ""query_budget_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""budget"", ""records_returned"": 150, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""0.8s""}, ""response_type"": ""data""}]",,"Correct function selected for budget data query,Function arguments match question requirements,Query executes successfully"
296,sql,Which sets of indicators show increasing vs. decreasing synchronization over time?,hard,time_series_data,100,advanced,gpt-4o,2025-09-02T09:51:49.820138,"SELECT 
    ts1.indicator_id AS indicator_id_1,
    ts2.indicator_id AS indicator_id_2,
    COUNT(*) AS num_years,
    SUM(CASE WHEN ts1.numeric_value < ts2.numeric_value THEN 1 ELSE 0 END) AS increasing_sync,
    SUM(CASE WHEN ts1.numeric_value > ts2.numeric_value THEN 1 ELSE 0 END) AS decreasing_sync
FROM 
    time_series_data ts1
JOIN 
    time_series_data ts2 ON ts1.year = ts2.year AND ts1.period_value = ts2.period_value
WHERE 
    ts1.indicator_id < ts2.indicator_id
    AND ts1.numeric_value IS NOT NULL
    AND ts2.numeric_value IS NOT NULL
GROUP BY 
    ts1.indicator_id, ts2.indicator_id
HAVING 
    COUNT(*) > 1
ORDER BY 
    num_years DESC, increasing_sync DESC, decreasing_sync DESC
LIMIT 100;",,100 rows expected,
297,sql,What lead-lag patterns exist between different sectors of the economy?,hard,"industry_gdp,time_series_data",0,advanced,gpt-4o,2025-09-02T09:51:56.681649,"SELECT 
    tsd.category AS sector,
    tsd.year,
    AVG(tsd.numeric_value) AS avg_indicator_value,
    SUM(ig.gdp_value) AS total_gdp_value
FROM 
    time_series_data tsd
JOIN 
    industry_gdp ig ON tsd.year = ig.year
WHERE 
    tsd.numeric_value IS NOT NULL
    AND ig.gdp_value IS NOT NULL
GROUP BY 
    tsd.category, tsd.year
HAVING 
    COUNT(tsd.record_id) > 1
ORDER BY 
    tsd.category, tsd.year;",,0 rows expected,
298,sql,How do correlation patterns change during normal vs. crisis periods?,hard,"correlation_analysis,crisis_periods,normal_periods,time_series_data",0,join_query,gpt-4o,2025-09-02T09:52:03.909197,"WITH normal_periods AS (
    SELECT 
        series_id, 
        year, 
        AVG(numeric_value) AS avg_value
    FROM 
        time_series_data
    WHERE 
        category = 'normal'
        AND numeric_value IS NOT NULL
    GROUP BY 
        series_id, year
),
crisis_periods AS (
    SELECT 
        series_id, 
        year, 
        AVG(numeric_value) AS avg_value
    FROM 
        time_series_data
    WHERE 
        category = 'crisis'
        AND numeric_value IS NOT NULL
    GROUP BY 
        series_id, year
),
correlation_analysis AS (
    SELECT 
        n.series_id AS normal_series_id,
        c.series_id AS crisis_series_id,
        n.year AS normal_year,
        c.year AS crisis_year,
        n.avg_value AS normal_avg_value,
        c.avg_value AS crisis_avg_value
    FROM 
        normal_periods n
    JOIN 
        crisis_periods c ON n.series_id = c.series_id AND n.year = c.year
)
SELECT 
    normal_series_id,
    crisis_series_id,
    normal_year,
    crisis_year,
    normal_avg_value,
    crisis_avg_value,
    (normal_avg_value - crisis_avg_value) AS value_difference
FROM 
    correlation_analysis
ORDER BY 
    ABS(normal_avg_value - crisis_avg_value) DESC
LIMIT 100;",,0 rows expected,
300,sql,What patterns emerge in the co-movement of fiscal and economic variables?,medium,industry_gdp,0,aggregation,gpt-4o,2025-09-02T09:52:17.142384,"SELECT 
    year,
    industry_name,
    SUM(gdp_value * unit_multiplier) AS total_gdp
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL
GROUP BY 
    year, industry_name
ORDER BY 
    year, total_gdp DESC;",,0 rows expected,
301,function,How do spillover effects create patterns across related economic sectors?,medium,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
302,sql,Which measurements show convergence vs. divergence patterns over time?,hard,"convergence_divergence,time_series_aggregated,time_series_data",100,aggregation,gpt-4o,2025-09-02T09:52:25.511459,"WITH time_series_aggregated AS (
    SELECT 
        series_id AS measurement_id,
        year,
        AVG(numeric_value) AS avg_value
    FROM 
        time_series_data
    WHERE 
        numeric_value IS NOT NULL
    GROUP BY 
        series_id, year
),
convergence_divergence AS (
    SELECT 
        measurement_id,
        MAX(avg_value) - MIN(avg_value) AS value_range
    FROM 
        time_series_aggregated
    GROUP BY 
        measurement_id
)
SELECT 
    measurement_id,
    CASE 
        WHEN value_range < 10 THEN 'Convergence'
        ELSE 'Divergence'
    END AS pattern
FROM 
    convergence_divergence
ORDER BY 
    pattern DESC, measurement_id
LIMIT 100;",,100 rows expected,
303,function,What patterns indicate causal relationships vs. mere correlations?,hard,compare_categories,1,comparative,comparative_analysis,,,"[{""function_name"": ""compare_categories"", ""arguments"": {""category1"": ""Primary Category"", ""category2"": ""Secondary Category"", ""metric"": ""total_value"", ""time_period"": [2014, 2024], ""comparison_type"": ""relative""}, ""expected_response"": {""comparison_result"": ""analysis_complete""}, ""response_type"": ""analysis""}]",,"Data retrieval functions called for comparison subjects,Comparison function properly configured,Analysis results provide meaningful comparison"
304,function,How do network effects manifest in patterns across economic indicators?,medium,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
305,sql,Which sectors show hub vs. peripheral patterns in economic relationships?,hard,budget_outlays,20,advanced,gpt-4o,2025-09-01T15:46:56.520566,"SELECT 
    function_name AS sector,
    SUM(outlay_amount) AS total_outlays,
    COUNT(DISTINCT fiscal_year) AS years_active
FROM 
    budget_outlays
WHERE 
    function_name IS NOT NULL
GROUP BY 
    function_name
HAVING 
    COUNT(DISTINCT fiscal_year) > 1
ORDER BY 
    total_outlays DESC
LIMIT 20;",,20 rows expected,
306,sql,What patterns in spending concentration reveal changing government priorities?,hard,budget_outlays,20,advanced,gpt-4o,2025-09-01T15:46:58.362175,"SELECT 
    function_name, 
    fiscal_year, 
    SUM(outlay_amount) AS total_outlays
FROM 
    budget_outlays
WHERE 
    function_name IS NOT NULL
GROUP BY 
    function_name, fiscal_year
HAVING 
    SUM(outlay_amount) > 0
ORDER BY 
    fiscal_year DESC, total_outlays DESC
LIMIT 20;",,20 rows expected,
307,function,How do patterns in economic inequality manifest across different indicators?,medium,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
308,sql,Which distributional patterns persist vs. change across economic cycles?,medium,industry_gdp,0,aggregation,gpt-4o,2025-09-02T09:52:43.996418,"SELECT 
    industry_name,
    year,
    SUM(gdp_value * unit_multiplier) AS total_gdp
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL
GROUP BY 
    industry_name, year
ORDER BY 
    industry_name, year;",,0 rows expected,
309,sql,What patterns in sectoral composition indicate economic transformation?,medium,industry_gdp,0,aggregation,gpt-4o,2025-09-02T09:52:50.586032,"SELECT 
    industry_name AS sector,
    year,
    SUM(gdp_value * unit_multiplier) AS total_gdp
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL
GROUP BY 
    industry_name, year
ORDER BY 
    year, total_gdp DESC;",,0 rows expected,
310,function,How do patterns in budget allocation reveal institutional constraints?,medium,query_budget_data,1,single,single_query,,,"[{""function_name"": ""query_budget_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""budget"", ""records_returned"": 150, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""0.8s""}, ""response_type"": ""data""}]",,"Correct function selected for budget data query,Function arguments match question requirements,Query executes successfully"
311,sql,Which indicators show increasing vs. decreasing heterogeneity patterns?,hard,time_series_data,1,advanced,gpt-4o,2025-09-02T09:52:57.297314,"SELECT 
    indicator_id,
    COUNT(DISTINCT geographic_code) AS distinct_geographic_count,
    AVG(numeric_value) AS avg_value
FROM 
    time_series_data
WHERE 
    numeric_value IS NOT NULL
GROUP BY 
    indicator_id
HAVING 
    COUNT(DISTINCT geographic_code) > 1
ORDER BY 
    distinct_geographic_count DESC, avg_value DESC;",,1 rows expected,
313,function,How do compositional shifts create patterns in aggregate measurements?,medium,analyze_trends,1,sequential,trend_analysis,,,"[{""function_name"": ""analyze_trends"", ""arguments"": {""data_type"": ""economic"", ""time_period"": [2014, 2024], ""analysis_type"": ""trend"", ""categories"": [""primary_category""], ""metrics"": [""growth_rate"", ""volatility""]}, ""expected_response"": {""trend_analysis"": ""completed""}, ""response_type"": ""analysis""}]",,"Time series data properly retrieved,Trend analysis function configured correctly,Temporal patterns identified"
315,sql,What patterns in relative prices reveal structural economic changes?,medium,industry_gdp,0,aggregation,gpt-4o,2025-09-02T09:53:12.317667,"SELECT 
    industry_name,
    year,
    SUM(gdp_value * unit_multiplier) AS total_gdp
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL
GROUP BY 
    industry_name, year
ORDER BY 
    industry_name, year;",,0 rows expected,
316,sql,Which types of anomalies tend to cluster in time or across indicators?,hard,time_series_data,12,advanced,gpt-4o,2025-09-01T15:47:16.490680,"SELECT 
    category, 
    COUNT(*) AS anomaly_count
FROM 
    time_series_data
WHERE 
    numeric_value IS NOT NULL
GROUP BY 
    category
HAVING 
    COUNT(*) > 1
ORDER BY 
    anomaly_count DESC
LIMIT 20;",,12 rows expected,
317,sql,What patterns distinguish temporary shocks from permanent shifts?,hard,time_series_data,100,advanced,gpt-4o,2025-09-02T09:53:25.226597,"SELECT 
    tsd.series_id AS series_identifier,
    tsd.indicator_id AS indicator_identifier,
    tsd.year,
    AVG(tsd.numeric_value) AS average_value,
    MAX(tsd.numeric_value) - MIN(tsd.numeric_value) AS value_range,
    COUNT(DISTINCT tsd.year) AS year_count
FROM 
    time_series_data tsd
WHERE 
    tsd.numeric_value IS NOT NULL
GROUP BY 
    tsd.series_id, tsd.indicator_id, tsd.year
HAVING 
    value_range > 0
ORDER BY 
    year_count DESC, value_range DESC
LIMIT 100;",,100 rows expected,
319,sql,Which indicators show predictable vs. random anomaly patterns?,hard,time_series_data,0,advanced,gpt-4o,2025-09-02T09:53:37.089835,"SELECT 
    indicator_id,
    COUNT(CASE WHEN is_estimated = TRUE THEN 1 END) AS estimated_count,
    COUNT(CASE WHEN is_estimated = FALSE THEN 1 END) AS actual_count,
    AVG(numeric_value) AS avg_value,
    SUM(numeric_value) AS total_value
FROM 
    time_series_data
WHERE 
    numeric_value IS NOT NULL
GROUP BY 
    indicator_id
HAVING 
    estimated_count > 0 AND actual_count > 0
ORDER BY 
    ABS(estimated_count - actual_count) DESC
LIMIT 10;",,0 rows expected,
320,sql,What patterns in forecast errors reveal systematic biases?,hard,time_series_data,0,advanced,gpt-4o,2025-09-01T15:47:28.992987,"SELECT 
    category,
    AVG(numeric_value) AS average_forecast,
    SUM(CASE WHEN source = 'Forecast' THEN numeric_value ELSE 0 END) AS total_forecast,
    SUM(CASE WHEN source = 'Actual' THEN numeric_value ELSE 0 END) AS total_actual,
    (SUM(CASE WHEN source = 'Forecast' THEN numeric_value ELSE 0 END) - SUM(CASE WHEN source = 'Actual' THEN numeric_value ELSE 0 END)) / SUM(CASE WHEN source = 'Actual' THEN numeric_value ELSE 0 END) * 100 AS forecast_error_percentage
FROM 
    time_series_data
WHERE 
    category IS NOT NULL
    AND numeric_value IS NOT NULL
GROUP BY 
    category
HAVING 
    COUNT(DISTINCT source) > 1
ORDER BY 
    forecast_error_percentage DESC
LIMIT 10;",,0 rows expected,
321,function,How do black swan events create distinctive patterns in economic data?,medium,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
322,sql,Which anomalies propagate vs. dissipate across economic indicators?,hard,industry_gdp,0,advanced,gpt-4o,2025-09-02T09:53:50.275853,"SELECT 
    industry_name,
    year,
    SUM(gdp_value * unit_multiplier) AS total_gdp
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL
GROUP BY 
    industry_name, year
HAVING 
    SUM(gdp_value * unit_multiplier) > (SELECT AVG(gdp_value * unit_multiplier) FROM industry_gdp WHERE gdp_value IS NOT NULL)
ORDER BY 
    year, total_gdp DESC;",,0 rows expected,
323,function,What patterns indicate data quality issues vs. genuine economic phenomena?,medium,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
324,function,How do patterns in revisions reveal initial measurement challenges?,medium,analyze_trends,1,sequential,trend_analysis,,,"[{""function_name"": ""analyze_trends"", ""arguments"": {""data_type"": ""economic"", ""time_period"": [2014, 2024], ""analysis_type"": ""trend"", ""categories"": [""primary_category""], ""metrics"": [""growth_rate"", ""volatility""]}, ""expected_response"": {""trend_analysis"": ""completed""}, ""response_type"": ""analysis""}]",,"Time series data properly retrieved,Trend analysis function configured correctly,Temporal patterns identified"
325,sql,Which extreme events create lasting vs. temporary pattern changes?,hard,time_series_data,0,advanced,gpt-4o,2025-09-02T09:53:57.704763,"SELECT 
    series_id AS event_id,
    category AS event_category,
    subcategory AS event_subcategory,
    year,
    AVG(numeric_value) AS avg_value,
    MAX(numeric_value) AS max_value,
    MIN(numeric_value) AS min_value,
    COUNT(DISTINCT year) AS years_affected
FROM 
    time_series_data
WHERE 
    numeric_value IS NOT NULL
GROUP BY 
    series_id, category, subcategory, year
HAVING 
    COUNT(DISTINCT year) > 1
ORDER BY 
    years_affected DESC, avg_value DESC
LIMIT 10;",,0 rows expected,
326,sql,What patterns characterize transitions between economic regimes?,medium,industry_gdp,0,aggregation,gpt-4o,2025-09-02T09:54:04.806792,"SELECT 
    year,
    SUM(gdp_value * unit_multiplier) AS total_gdp
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL
GROUP BY 
    year
ORDER BY 
    year;",,0 rows expected,
327,function,How do turning point patterns differ across various economic indicators?,medium,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
328,sql,Which patterns signal impending phase transitions in economic cycles?,hard,industry_gdp,0,advanced,gpt-4o,2025-09-02T09:54:11.228748,"SELECT 
    industry_name,
    year,
    SUM(gdp_value * unit_multiplier) AS total_gdp
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL
GROUP BY 
    industry_name, year
HAVING 
    SUM(gdp_value * unit_multiplier) > (
        SELECT AVG(total_gdp) * 1.1
        FROM (
            SELECT 
                SUM(gdp_value * unit_multiplier) AS total_gdp
            FROM 
                industry_gdp
            WHERE 
                gdp_value IS NOT NULL
            GROUP BY 
                industry_name, year
        ) AS subquery
    )
ORDER BY 
    year DESC, total_gdp DESC;",,0 rows expected,
329,sql,What patterns emerge during periods of structural adjustment?,hard,"budget_outlays,industry_gdp,time_series_data",0,advanced,gpt-4o,2025-09-02T09:54:20.678136,"SELECT 
    tsd.year AS adjustment_year,
    tsd.category AS adjustment_category,
    COUNT(DISTINCT tsd.series_id) AS distinct_series_count,
    AVG(tsd.numeric_value) AS avg_numeric_value,
    SUM(budget.outlay_amount) AS total_outlay_amount,
    AVG(gdp.gdp_value) AS avg_gdp_value
FROM 
    time_series_data tsd
JOIN 
    budget_outlays budget ON tsd.year = budget.fiscal_year
JOIN 
    industry_gdp gdp ON tsd.year = gdp.year
WHERE 
    tsd.category LIKE '%structural adjustment%'
    AND tsd.numeric_value IS NOT NULL
    AND budget.outlay_amount IS NOT NULL
    AND gdp.gdp_value IS NOT NULL
GROUP BY 
    tsd.year, tsd.category
HAVING 
    COUNT(DISTINCT tsd.series_id) > 1
ORDER BY 
    adjustment_year DESC
LIMIT 10;",,0 rows expected,
330,function,How do patterns in policy regime changes affect economic indicators?,medium,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
331,sql,Which indicators show smooth vs. abrupt transition patterns?,hard,time_series_data,28,advanced,gpt-4o,2025-09-02T09:54:29.068031,"SELECT 
    indicator_id,
    AVG(numeric_value) AS avg_value,
    MAX(numeric_value) - MIN(numeric_value) AS value_range,
    CASE 
        WHEN (MAX(numeric_value) - MIN(numeric_value)) / AVG(numeric_value) > 0.5 THEN 'Abrupt'
        ELSE 'Smooth'
    END AS transition_pattern
FROM 
    time_series_data
WHERE 
    numeric_value IS NOT NULL
GROUP BY 
    indicator_id
HAVING 
    COUNT(DISTINCT year) > 1
ORDER BY 
    transition_pattern DESC, value_range DESC
LIMIT 100;",,28 rows expected,
